spotify_id,Song,Artist,Rank,Genre
17YVl4TzNHQlHIyokvt1TD,Code Blue,The-Dream,27,r&b
5xE7sFTlv2yrG9mmhDSpdq,Come And Talk To Me Remix,Jodeci,28,r&b
5xjTqz4aYQeBnFhwMPmfx9,Kickinâ€™ Back,Mila J,29,r&b
1PmHkalaUHhh0fz23SBHDL,Let's Get Married,Jagged Edge,30,r&b
5Mmk2ii6laakqfeCT7OnVD,Thong Song,Sisqo,31,r&b
3OQu3z3okKVmWxSXTTHak5,Put That Woman First,Jaheim,32,r&b
5CdJveJgiGXoGwDFqF6afp,Freak Me,Silk,33,r&b
0rFZaQ4crlGAzuCjWCQ2xu,Body Party,Ciara,34,r&b
3oQ5kA2PGJlztciJk3SKA0,Epiphany (I'm Leaving),Chrisette Michele,35,r&b
4zYTZvtcww7OWKie7fxA9E,Hit 'Em Up Style (Oops!) - Remix Radio Mix,Blu Cantrell,36,r&b
3c6afiysmB7OnxQzzSqRfD,So Into You,Tamia,37,r&b
69QIVIjPMnI1ABLBqh9P1b,Twisted,Keith Sweat,38,r&b
4HDocpXZ4hk3Alhlow5kW5,Touch Me Tease Me,Case,39,r&b
68vgtRHr7iZHpzGpon6Jlo,My Boo,Usher,40,r&b
5d4l67BejhQZ9uQtTCfYfL,Before I Do,Sevyn Streeter,41,r&b
125dAqUSmX1nOG50fBz9vb,Beauty,Dru Hill,42,r&b
1ak0S3NhwWrUgNlQhJ1412,Case Of The Ex (Whatcha Gonna Do),MÃ½a,43,r&b
2ezqQeBiC72gwMJoO4w1hA,Every Time I Close My Eyes,Babyface,44,r&b
3SfZpKjMwvUQKGCty1dJ0T,"Slow Down - 12"" Version",Bobby V.,45,r&b
5EpdvRM97d8JBlvCz1V6gM,Already Knew That,Ro James,46,r&b
2uZwyxrg6VPvlVsvclIfel,Where I Wanna Be,Donell Jones,47,r&b
7H6ev70Weq6DdpZyyTmUXk,Say My Name,Destiny's Child,48,r&b
0DdpxWfVvUGgkJv5536tiF,Sexy Can I feat. Yung Berg,Ray J,49,r&b
6y7JGli1CNRmvERJitUern,Just Friends (Sunny),Musiq Soulchild,50,r&b
3zSCNTXI7Ed0PiidZVmzIe,Ignition (Remix),R. Kelly,51,r&b
08uGhvS5MfBk7crUCpnjva,Blame It,Jamie Foxx,52,r&b
1poK64Wt7p7VwrAbFgD5hS,Can't You See,Total,53,r&b
18sytW2s53Of6NVudQyUlH,Breakin' My Heart (Pretty Brown Eyes),Mint Condition,54,r&b
5GorFaKkP2mLREQvhSblIg,All My Life,K-Ci & JoJo,55,r&b
3taIcgVjePRzkdz0ZmJbOi,Boyfriend #2,Pleasure P,56,r&b
4iuNZTcvT9diFySSzVsnVS,When I See U,Fantasia,57,r&b
0wdaPticLmmqJdhgLDJ9zI,Who Can I Run To,Xscape,58,r&b
05Z7jet4VDNVgNQWcYHnrk,Party,Chris Brown,59,r&b
1Dx8rIZaXzZPvUQRF2j9hB,Sweet Lady,Tyrese,60,r&b
5tUXQvc0yMQD42799A1mec,Guess Who Loves You More,Raheem DeVaughn,61,r&b
5T5Pw92vDWaOpTrjFU3w9q,Naked,Marques Houston,62,r&b
74jMwg2zsFMICzW3Wems6h,Bump,,63,r&b
2a1kP6Y16uRRw6xQdYLRth,Chills,Charlie Wilson,64,r&b
6qU37BgVfPhpb2rhYzZWrF,It Kills Me,Melanie Fiona,65,r&b
4V2F0DZrAXOWq9hkwMMG3x,Lost Without U,Robin Thicke,66,r&b
3ak6Fscs4qMoVsIwaDLgZv,Wait,August Alsina,67,r&b
6cBwryv6XVRzGooXa1FjnM,Say Yes To This,Jill Scott,68,r&b
3mkJigBxWd5DJUsRuwHG3f,Ain't Giving Up,Craig David,69,r&b
5OQO6NEs89flntUWPtXUiG,Steelo,702,70,r&b
3XVBdLihbNbxUwZosxcGuJ,If I Ain't Got You,Alicia Keys,71,r&b
51QxenFmXlJXUN9mpvxlaL,Nobody's Supposed to Be Here,Deborah Cox,72,r&b
4yHFxB8kzzeuNvoouR8N0N,Damaged,Danity Kane,73,r&b
58s4iqgXFzXhBndBkg2AaD,Spend My Life With You,Eric BenÃ©t,74,r&b
0JXXNGljqupsJaZsgSbMZV,Sure Thing,Miguel,75,r&b
6a5jHgwqYMk9wlYJYfs3c9,Can We Talk,Tevin Campbell,76,r&b
2T4rXDppGlcy2lLuF4IyHq,Angel,Amanda Perez,77,r&b
13XNjh0UY5LBsICcoHUdxl,G.H.E.T.T.O.U.T.,Changing Faces,78,r&b
6uQKuonTU8VKBz5SHZuQXD,This Is How We Do It,Montell Jordan,79,r&b
2LP2NrdZlsabtHT0GUCwUa,Knockin' Da' Boots,H-Town,80,r&b
35irxCsC8QXJ1IN0eioD3H,Friend Of Mine - Remix,Kelly Price,81,r&b
6Vas6h9lB5mmeVDXdFqlQA,Freak Like Me,Adina Howard,82,r&b
2JWeI3Vs2SwdLch4nZzAN7,Can You Stand The Rain,New Edition,83,r&b
0r4A3zPzMHE85Bb6hpsEGl,One Woman Man,Dave Hollister,84,r&b
0BTGqPIW9acmhhUmENkq5r,If You Love Me,Brownstone,85,r&b
6gA3b0M69d0SzuZqWtZXWD,Since You've Been Gone,DAY26,86,r&b
0XHt0UmBzFJy1KKigTZ0tN,Complicated,Nivea,87,r&b
0wpIfrGRlt7qeyW44n0A5i,Get Up On It,Kut Klose,88,r&b
3NEzjZbeSCy72Kx1clSYgC,Wifey,Next,89,r&b
1KGi9sZVMeszgZOWivFpxs,No Scrubs,TLC,90,r&b
3IyvKXZZwgqU4tPxE2LZ0p,Gonna Be Alright (F.T.B.) [feat. Ledisi],Ledisi,91,r&b
0Z9FRM5zukGVagh8TVSdrI,My,,92,r&b
2OiO85hOK8ZL6kekbs7a4R,I'm Him,Sammie,93,r&b
36Ffut5zAmTatN4bgDFrbe,I Love You (feat. Jim Jones & Yung Joc) - 2016 Remastered,Cheri Dennis,94,r&b
6nXzKd8oA6N1qgG1vMZUKe,I Miss You (Come Back Home),Monifah,95,r&b
4j1Bk0BEIGCF9hR7cSwl9d,Candy Rain,Soul For Real,96,r&b
5wuXWTCiKIlNEXfwAuTY1G,Drop It Low,Ester Dean,97,r&b
5j58cEDugUG4eXncGfPO87,#Mine (feat. Kevin Gates),Lil' Kim,98,r&b
0flZtKtmkZMNqFF7V7Yfmu,I Like the Way (The Kissing Game),Hi-Five,99,r&b
43PuMrRfbyyuz4QpZ3oAwN,Exchange,Bryson Tiller,100,r&b
59e7E2LMPZ2bhW5G6aCwX8,Crazy Brazy,A$AP Mob,1,rap
03tqyYWC9Um2ZqU0ZN849H,No Hands [feat. Roscoe Dash and Wale],Waka Flocka Flame,2,rap
10I3CmmwT0BkOVhduDy53o,Really Really,Kevin Gates,3,rap
6aRlUgqcLgrxQE3RMngjN5,Good Drank,2 Chainz,4,rap
7wqSzGeodspE3V6RBD5W8L,See You Again (feat. Charlie Puth),Wiz Khalifa,5,rap
20dP2DaMHIAmwWAbp7peSr,pick up the phone,Young Thug,6,rap
3rMyMv8EjKXoPnaRo2hdJN,Stuntin' Like My Daddy - Street,Birdman,7,rap
3tvWMBIblzT5FSjKtIeRR1,Whatever You Like,T.I.,8,rap
5tFep7dXGd7vEJ668wTPux,Both (feat. Drake),Gucci Mane,9,rap
0rHJxNaQRMGK6Y4TUx3xRO,Castro,Yo Gotti,10,rap
66TRwr5uJwPt15mfFkzhbi,Crank That (Soulja Boy),Soulja Boy,11,rap
2yJ9GVCLMmzBBfQAnfzlwr,THat Part,ScHoolboy Q,12,rap
0uFvvXbmGIXlf5ZgtHyYpf,Bugatti,Ace Hood,13,rap
5NQbUaeTEOGdD6hHcre0dZ,679 (feat. Remy Boyz),Fetty Wap,14,rap
6lV2MSQmRIkycDScNtrBXO,Airplanes (feat. Hayley Williams of Paramore),B.o.B,15,rap
1hWYT0w2R0J19rlVkiez7X,Battle Scars,Lupe Fiasco,16,rap
5ByAIlEEnxYdvpnezg7HTX,Juicy,The Notorious B.I.G.,17,rap
7DTlsMOQjGysXHpwwpHuPl,Lifestyle,Rich Gang,18,rap
0kPgn96FXEO9Bnz9QN1Tc0,We In Da City,Young Dro,19,rap
1FvU97lrWOG2NRxErh6OZz,Bad and Boujee (feat. Lil Uzi Vert),Migos,20,rap
5IZc3KIVFhjzJ0L2kiXzUl,Promise,Kid Ink,21,rap
3JEzGRDUsozrehZTq3dKE8,All Eyez (feat. Jeremih) - Bonus Track,The Game,22,rap
32UioUCnMFsr2UN7SvDyXj,Slow Jamz,Twista,23,rap
3hQCHzkE5oSA3F1xM8bpcM,Hustlin',Rick Ross,24,rap
5J5PXmMdQ2nh1lZOal8KmK,Litty (feat. Tory Lanez),Meek Mill,25,rap
2c8sgbZoEanC3QyFNZxUcA,Flexicution,Logic,26,rap
6Y9kdB2O0h9gq9y2vclsWT,Shorty Wanna Ride,Young Buck,27,rap
4hrae8atte6cRlSC9a7VCO,Always On Time,Ja Rule,28,rap
4E5IFAXCob6QqZaJMTw5YN,Poppin' Them Thangs,G-Unit,29,rap
5PQmSHzWnlgG4EBuIqjac2,If I Ruled the World (Imagine That),Nas,30,rap
08X9m3tpcthgrItjPVAmCu,Devastated,Joey Bada$$,31,rap
2LLFl56eIFGFlnrplUC26f,Flex (Ooh,,32,rap
2YYvZyVDx0GxkoAYyHyV24,Tied Up,Casey Veggies,33,rap
61QSuw5VlC0LTS8WMO356g,All The Way Up,Fat Joe,34,rap
6fujklziTHa8uoM5OQSfIo,Black Beatles,Rae Sremmurd,35,rap
7zBPzAjKAqQpcv8F8GCq5s,Uber Everywhere,Madeintyo,36,rap
275a9yzwGB6ncAW4SxY7q3,Panda,Desiigner,37,rap
4b5aJdOgxps6z0dPe6wCHF,Into You (feat. Ashanti),Fabolous,38,rap
71kZP3u1h27zyjfULjSxPT,Like Me,Lil Durk,39,rap
4WC72P8F0CnYmqoPYQ7JDD,Bottom of the Bottle (feat. August Alsina & Lil Wayne),Curren$y,40,rap
6R0GRYk2vs2XuBVemYK5YZ,Ultimate,Denzel Curry,41,rap
5vIu19A3EEdHgFM4Cba6F4,Choices (Yup),E-40,42,rap
3bMNprrp2JDKZsGbiXpsJl,My Chick Bad,Ludacris,43,rap
2Cth0v1xri32oZ799rL3rl,Feel Me,Tyga,44,rap
5zaIgI9HNUPIcfaeVRlxGa,Just A Lil' Thick (She Juicy),Trinidad James,45,rap
3iL2l5gUqyPS6vDwJFgJTR,BedRock,Young Money,46,rap
3KiEydhjn7yf58h9jBD5Sa,U Mad,Vic Mensa,47,rap
7xVLFuuYdAvcTfcP3IG3dS,Work REMIX,A$AP Ferg,48,rap
0svl7cK07gK1ia5ainczU5,Break Ya Neck,Busta Rhymes,49,rap
7isbPMomU1kbgaNKOFocGJ,One Time Comin',YG,50,rap
0cNJ3huiV99wvUN1tmQLTL,Beamer,,51,rap
439TlnnznSiBbQbgXiBqAd,m.A.A.d city,Kendrick Lamar,52,rap
4zrwPfq5ENLzjq41Txs2HR,Want Her,DJ Mustard,53,rap
2aIdVb8v9KTpEZnftkz2mD,Buy U a Drank (Shawty Snappin'),T-Pain,54,rap
5Unpx9KoFyS7VHZEFdBoGr,Circles,Pusha T,55,rap
4dASQiO1Eoo3RJvt74FtXB,Sucker For Pain (with Wiz Khalifa,,56,rap
6gBFPUFcJLzWGx4lenP6h2,goosebumps,Travis Scott,57,rap
2WFdlRkayA3E9x0KU29mck,Drop It Off,Young Dolph,58,rap
52h1jHAwsYnnyMAca2x2AB,Pleeze (feat. Nipsey Hussle),Dom Kennedy,59,rap
4IowQDUOzUvNtp72HMDcKO,Love Sosa,Chief Keef,60,rap
4mAhZaSrcVD6cJWA6IqFrk,Running Back (feat. Lil Wayne),Wale,61,rap
6Kd4EPrY9A4WBUFy5JaqEc,Moves,Big Sean,62,rap
5dANgSy7v091dhiPnEXNrf,Put On,Jeezy,63,rap
0B8QzDH7YWih85V5SEMnyJ,Money Longer,Lil Uzi Vert,64,rap
36N2bDLedBsK9VylCszIwH,Country Sh*t (Remix),Big K.R.I.T.,65,rap
2uw8vslyCoFLQsoPcIhen5,Killer (feat. Drake),Nipsey Hussle,66,rap
4JDZl9nKIAhAhDjw753u4X,For Free,DJ Khaled,67,rap
2SIdGJTWirTxRNEyCp9ocI,Vice City (feat. Black Hippy),Jay Rock,68,rap
2W7qUwauxGjIJa5OrKPbgc,On My Way,Plies,69,rap
33ZXjLCpiINn8eQIDYEPTD,Shook Ones,,70,rap
6uP0XLqjRqFx8HAfesdcAg,X Gon' Give It To Ya,DMX,71,rap
17vQTNbvhpvi92qOnDOFHB,The Law (feat. Mac Miller & Rapsody),Ab-Soul,72,rap
3V8sM5OOG6YfDuDLa2IIYJ,Used to This,Future,73,rap
5HQVUIKwCEXpe7JIHyY734,Young,,74,rap
4XoP1AkbOurU9CeZ2rMEz2,F**kin' Problems,A$AP Rocky,75,rap
4gdQ8QShlC3toP9Mkc8DwB,Oh Boy,Cam'Ron,76,rap
6ihObRBTB8xdSH2mlERtOX,Slow Motion,Juvenile,77,rap
4RY96Asd9IefaL3X4LOLZ8,In Da Club,50 Cent,78,rap
2Zb7wnGUnNPCas2E0wWSQ5,Ni**as In Paris,JAY Z,79,rap
7t2bFihaDvhIrd2gn2CWJO,Or Nah (feat. The Weeknd,,80,rap
56cswAa9WdFBsjsTyPBAKA,Bad Things - With Camila Cabello,Machine Gun Kelly,81,rap
2SbxV7nqgjIwgyibuUl9w3,Nothing Is Promised,Mike WiLL Made-It,82,rap
3LDvLibID9j32PoWnT6v80,Killem With Kindness,Dizzy Wright,83,rap
6IY2y3kjjLaNbxW4GLiYQR,Ill Mind of Hopsin 8,Hopsin,84,rap
7zBQRGpYImAdIZc97FNj3V,"Shell Shocked (feat. Kill The Noise & Madsonik) - From ""Teenage Mutant Ninja Turtles""",Juicy J,85,rap
3QHONiXGMGU3z68mQInncF,I'll Be Missing You (feat. 112),Diddy,86,rap
2MuJbBWAVewREJmB8WdGJ3,It Was A Good Day,Ice Cube,87,rap
0I3q5fE6wg7LIfHGngUTnV,Ms. Jackson,OutKast,88,rap
4F55RCGuM477OjznpYGhYz,Shortie Like Mine,Bow Wow,89,rap
6Efmq0wDgijxWFdBkzIOvb,Set It Off,Boosie Badazz,90,rap
7iaw359G2XT14uTfV9feip,Lockjaw,French Montana,91,rap
71lyUtIPCMAYjTwwwxy2jW,4r Da Squaw,Isaiah Rashad,92,rap
3XrvEifl0hIzgBGUa5jBLS,Grindin',Clipse,93,rap
3kZoay4ANo86ehb6s4RwS9,Ridin',Chamillionaire,94,rap
1POAx4NMLOBPVKZUSsBh92,Cashin' Out,Ca$h Out,95,rap
0r2Bul2NuCViraT2zX1l5j,Get Low,Ying Yang Twins,96,rap
0BU7nIcCZxYSE0hYcc5oZz,Too Many Years,Kodak Black,97,rap
1fLibtVj3MrNTwRZq5yUOs,Let's Go (feat. Big D & Twista),Trick Daddy,98,rap
17YVl4TzNHQlHIyokvt1TD,Code Blue,The-Dream,99,rap
1BLz7nBzRElSPfg3ndJkHz,Get Throwed,Bun B,100,rap
5QTxFnGygVM4jFQiBovmRo,(Don't Fear) The Reaper,Blue Ã–yster Cult,1,rock
3KPwt1LBpt1jVSHz8GXERo,Feel Like Makin' Love - 2015 Remastered Version,Bad Company,2,rock
1nzcKrYRTWZJEwWzyAU8XM,Born To Be Wild,Steppenwolf,3,rock
6FRwDxXsvSasw0y2eDArsz,Sunshine Of Your Love,Cream,4,rock
1bp2IO61zbQrbWNmKKxg3f,The Joker,Steve Miller Band,5,rock
3qiyyUfYe7CRYLucrPmulD,Baba O'Riley - Original Album Version,The Who,6,rock
00xR9dHhuaNznqB4FSzOlr,You Really Got Me (Remastered),The Kinks,7,rock
7HgpYzYrBLbBLyInU2FaPY,She Talks To Angels,The Black Crowes,8,rock
1QEEqeFIZktqIpPI4jSVSF,More Than a Feeling,Boston,9,rock
5CQ30WqJwcep0pYcV4AMNc,Stairway To Heaven,Led Zeppelin,10,rock
4vpeKl0vMGdAXpZiQB2Dtd,White Rabbit,Jefferson Airplane,11,rock
61Q9oJNd9hJQFhSDh6Qlap,The House Of The Rising Sun,The Animals,12,rock
7e89621JPkKaeDSTQ3avtg,Sweet Home Alabama,Lynyrd Skynyrd,13,rock
1JLn8RhQzHz3qDqsChcmBl,I Want To Know What Love Is - Remastered,Foreigner,14,rock
40riOy7x9W7GXjyGp4pjAv,Hotel California,Eagles,15,rock
63diy8Bzm0pHMAU37By2Nh,Take Me Home Tonight,Eddie Money,16,rock
7N3PAbqfTjSEU1edb2tY8j,Jump - 2015 Remastered Version,Van Halen,17,rock
5XcZRgJv3zMhTqCyESjQrF,Poison,Alice Cooper,18,rock
2ymeOsYijJz09LfKw3yM2x,Joy To The World,Three Dog Night,19,rock
4MZEZz8MqVgvIMXU6AVP22,Running On Empty,Jackson Browne,20,rock
52KvuGmgcgRdrLMXOtda0E,The Stroke - 2010 - Remaster,Billy Squier,21,rock
6s0NHplywwr1IjnQpUpWJk,Bad To The Bone,George Thorogood & The Destroyers,22,rock
2Q7LpkYrS0PBpoq3iCqypa,Ramblin' Man,The Allman Brothers Band,23,rock
4DMKwE2E2iYDKY01C335Uw,Carry on Wayward Son,Kansas,24,rock
1IqFh00G2kvvMm8pRMpehA,Me and Bobby McGee,Janis Joplin,25,rock
3LQPTJEqOfljGBxmpgUnoC,American Woman - Remastered,The Guess Who,26,rock
2aoo2jlRnM3A0NyLQqMN2f,All Along the Watchtower,Jimi Hendrix,27,rock
77NNZQSqzLNqh2A9JhLRkg,Don't Stop Believin',Journey,28,rock
6H3kDe7CGoWYBabAeVWGiD,Gimme Shelter,The Rolling Stones,29,rock
1oojGBUxbMSrvrBnQ1DaBc,You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,30,rock
0sDqo9UPzPUtu9wEkI3zRB,The Weight - 2000 - Remaster,The Band,31,rock
5uvosCdMlFdTXhoazkTI5R,Light My Fire,The Doors,32,rock
6mHOcVtsHLMuesJkswc0GZ,The Logical Song - 2010 Remastered,Supertramp,33,rock
0sgDEFq9oeC8ueOK0mR5IA,Working for the Weekend,Loverboy,34,rock
4KfSdst7rW39C0sfhArdrz,Barracuda,Heart,35,rock
6FBmHx1FuaSnTnnnaThgbF,Cum on Feel the Noize,Quiet Riot,36,rock
3YuaBvuZqcwN3CEAyyoaei,Like a Stone,Audioslave,37,rock
1FOUJzuApMpMM1wiuy3qfl,Renegade,Styx,38,rock
08mG3Y1vljYA6bvDt4Wqkj,Back In Black,AC/DC,39,rock
3XcjIvaZVUFAIdIYZqY9bd,We're an American Band - 2002 - Remastered,Grand Funk Railroad,40,rock
5WwqdeavrQrbeAMDxGawse,Can't Fight This Feeling,REO Speedwagon,41,rock
1i5oEx2vFczQ2sCY3c6Kn5,Love Hurts,Nazareth,42,rock
2RlgNHKcydI9sayD2Df2xp,Mr. Blue Sky,Electric Light Orchestra,43,rock
6wvR0jv72FM0kwg1000cq9,Love Song,Tesla,44,rock
6TNNMVpOgn8K5NoDC7alG6,Ooh La La - 2015 Remastered Version,Faces,45,rock
4MYb7NWLwXNDB7bYs3HeX8,Slow Ride,Foghat,46,rock
5UuikgHTxSRFRnC0zXx10i,Aqualung,Jethro Tull,47,rock
7LygtNjQ65PSdzVjUnHXQb,Cherry Pie,Warrant,48,rock
5qBqBdfTEIWJwAS0Jm2F5R,Turn! Turn! Turn! (To Everything There Is a Season),The Byrds,49,rock
5fsU7AtSTp0zySUf46hwbt,Just Between You And Me,April Wine,50,rock
0qdQUeKVyevrbKhAo0ibxS,My Sweet Lord,George Harrison,51,rock
6txWz9UapYHVxEd7dDIHXT,No Rain,Blind Melon,52,rock
43DeSV93pJPT4lCZaWZ6b1,The Boys Are Back In Town,Thin Lizzy,53,rock
1ksayCHVLH4eKFm43GFokU,Baby,,54,rock
0b9McyfwQ6N0wvIU3OTMnR,Rock Bottom - 2007 Remaster,UFO,55,rock
4Zau4QvgyxWiWQ5KQrwL43,Radar Love,Golden Earring,56,rock
4gVTozEmzwAUXpwj3jEetX,Highway Star,Deep Purple,57,rock
43GS3mtezoIFiuIZCLLiDY,Every Rose Has Its Thorn - 2003 - Remaster,Poison,58,rock
1Y373MqadDRtclJNdnUXVc,Paranoid,Black Sabbath,59,rock
2EoOZnxNgtmZaD8uUmz2nD,Black Hole Sun,Soundgarden,60,rock
6hQszXJIYhtjmSTmDqZpeU,Hold On Loosely,38 Special,61,rock
7tFiyTwD0nx5a1eklYtX2J,Bohemian Rhapsody - Remastered 2011,Queen,62,rock
7MRyJPksH3G2cXHN8UKYzP,American Girl,Tom Petty and the Heartbreakers,63,rock
2ccUQnjjNWT0rsNnsBpsCA,Surrender,Cheap Trick,64,rock
3QZ7uX97s82HFYSmQUAN1D,Tom Sawyer,Rush,65,rock
0KMGxYKeUzK9wc5DZCt3HT,If You Leave Me Now - Remastered,Chicago,66,rock
3gdewACMIVMEWVbyb8O9sY,Rocket Man (I Think It's Going To Be A Long Long Time),Elton John,67,rock
54eZmuggBFJbV7k248bTTt,A Horse with No Name,America,68,rock
2Gy7qnDwt8Z3MNxqat4CsK,Wouldn't It Be Nice - 2000 - Remaster,The Beach Boys,69,rock
3FCto7hnn1shUyZL42YgfO,Piano Man,Billy Joel,70,rock
1MqGKtY9L5qjPi8s7gX645,I Can't Drive 55,Sammy Hagar,71,rock
59WN2psjkt1tyaxjspN8fp,Killing In The Name - Remastered,Rage Against The Machine,72,rock
6TD0NHL2cYQBrs5ct2OvdC,Dear Mr. Fantasy,Traffic,73,rock
6i8ecOsx4J2Px1maiqzqoG,Everywhere,Fleetwood Mac,74,rock
5ghIJDpPoe3CfHMGu71E6T,Smells Like Teen Spirit,Nirvana,75,rock
4z7maGZkAonDlXlwo8q69f,Da Ya Think I'm Sexy (2008 Album Version),Rod Stewart,76,rock
1ZyBSeyX7ISulW1NARgWFS,Losing My Religion,R.E.M.,77,rock
48UPSzbZjgc449aqz8bxox,Californication,Red Hot Chili Peppers,78,rock
7257drAN3eTtaaUUPw95B3,Big Log,Robert Plant,79,rock
6KTv0Z8BmVqM7DPxbGzpVC,Rock And Roll All Nite,KISS,80,rock
7nrtHjt4Vk4Z5jMHOwaS8F,Hit Me With Your Best Shot - 1999 Digital Remaster,Pat Benatar,81,rock
2b9lp5A6CqSzwOrBfAFhof,Crazy Train - Remastered,Ozzy Osbourne,82,rock
1Q1b8eVkUPGlpSArl8JAVw,Heart Of Gold,Neil Young,83,rock
6yLIqXX9edg1x0HZS7cZEv,The Air That I Breathe - 2008 Remastered Version,The Hollies,84,rock
0GTK6TesV108Jj5D3MHsYb,Owner Of A Lonely Heart,Yes,85,rock
1ynmMEK1fkyiZ6Z6F3ThEt,Centerfold,The J. Geils Band,86,rock
0AiuEo7FCxP2y2WTOpLPe5,Heart Full of Soul,The Yardbirds,87,rock
225xvV8r1yKMHErSWivnow,I Don't Want to Miss a Thing,Aerosmith,88,rock
4nXkbcTj3nyww1cHkw5RAP,Long Train Runnin',The Doobie Brothers,89,rock
57fqmDaokbxZ3TaB0jp39q,Holy Diver,Dio,90,rock
6LoSKNsYkRQbyuiReooMjG,Sister Christian,Night Ranger,91,rock
5q1dqOJ4qBL6cMaOvL0mWR,Itchycoo Park (Mono),Small Faces,92,rock
0WNGPpmWqzPnk0psUhJ3SX,All the Young Dudes,Mott The Hoople,93,rock
2wvMC5EyaaYQwBfiwwY2xE,Life's Been Good,Joe Walsh,94,rock
0RdUX4WE0fO30VnlUbDVL6,Still Loving You - 2011 Version,Scorpions,95,rock
3yrSvpt2l1xhsV9Em88Pul,Brown Eyed Girl,Van Morrison,96,rock
2kkvB3RNRzwjFdGhaUA0tz,Layla - 40th Anniversary Version / 2010 Remastered,Derek & The Dominos,97,rock
4BP3uh0hFLFRb5cjsgLqDh,Fortunate Son,Creedence Clearwater Revival,98,rock
7pKfPomDEeI4TPT6EOYjn9,Imagine - 2010 - Remaster,John Lennon,99,rock
6IWxHgVbdKyUMydhVGXRaT,On The Road Again,Canned Heat,100,rock
2sCf9tz6LHByczuVT7rqIx,Cry to Me,Solomon Burke,1,soul
0izzSOqBR4gdzCCWRnrzPd,People Get Ready - Single Version,The Impressions,2,soul
3SdTKo2uVsxFblQjpScoHy,Stand By Me,Ben E. King,3,soul
1NeKY4qWsCnhY8fvhwQa7q,Didn't I (Blow Your Mind This Time),The Delfonics,4,soul
2qdyq2N1XfaA8QhtiOWWFG,I Love You More Than You'll Ever Know,Donny Hathaway,5,soul
2g2GkH3vZHk4lWzBjgQ6nY,(What A) Wonderful World,Sam Cooke,6,soul
4Y4Gd3ty8uut6Qw43c7yJc,(Sittin' On) The Dock Of The Bay,Otis Redding,7,soul
7keRsHHqmuFRv8agWvaYxE,I'd Rather Go Blind - Single Version,Etta James,8,soul
4TBBPZks71c60whhq0PgdP,(Your Love Keeps Lifting Me) Higher & Higher,Jackie Wilson,9,soul
2xar08Fq5xra2KKZs5Bw9j,I've Got A Woman,Ray Charles,10,soul
7arXVtGNJPa7aOHiKOeUsl,My Guy - Single Version,Mary Wells,11,soul
6Hy22YDN9HJMRlJP1LwnJy,Duke of Earl,Gene Chandler,12,soul
58IiROv3C3SPnYEmx8zxcE,Snatching It Back,Clarence Carter,13,soul
7zvwxa2s4zIX7y49plhrmo,You Really Got A Hold On Me,Percy Sledge,14,soul
4GBq8IPJieQyxwpHfLCxAx,Kiss and Say Goodbye,The Manhattans,15,soul
6L2woktiAuW35BrcROmhW5,Anyone Who Knows What Love Is (Will Understand),Irma Thomas,16,soul
3axZhjWYerBhaovH5MlkTZ,Make Me Yours,Bettye Swann,17,soul
6hAN9n5pUEbgmDCqgQ25sd,The Dark End Of The Street,James Carr,18,soul
1HdNTlZrGTlgxDn31GB6Sv,Inside My Love - Digitally Remastered 93,Minnie Riperton,19,soul
69Qa7czzqraPWZgxpQN405,You Can't Hurry Love,The Supremes,20,soul
4WWVHisI57gOa7USlqsPpS,Lady Love,Lou Rawls,21,soul
65jrjEhWfAvysKfnojk1i0,Under The Boardwalk,The Drifters,22,soul
5EA06TsQmqmQXZiEhr1AaM,Coming Home,Leon Bridges,23,soul
3oI95Uihdvu7uCiirC1DQA,If You Don't Know Me by Now,Harold Melvin & The Blue Notes,24,soul
6tpLhrjDcGNJ6S7F1rQQYW,In The Rain - Single Version,The Dramatics,25,soul
5EglhzTOiSUow95PTXjn40,For Your Precious Love,The Impressions,26,soul
6UtfMFnVWLJjHsd3dPcGgB,Midnight Train to Georgia,Gladys Knight & The Pips,27,soul
7GSRH3L0HAM3StkAkYVamC,Tell It Like It Is,Aaron Neville,28,soul
4whTrWuc6vxKzWxWwU5dxO,Ain't No Love In The Heart Of The City,"Bobby ""Blue"" Bland",29,soul
2pygzLN7fwCgeW5FNaugEm,What You Don't Do - Tom Misch Remix,Lianne La Havas,30,soul
0rTkE0FmT4zT2xL6GXwosU,I Got You (I Feel Good),James Brown,31,soul
3yrSvpt2l1xhsV9Em88Pul,Brown Eyed Girl,Van Morrison,32,soul
4tvGhuwJYE0ALzBUNLmacQ,Smokestack Lightnin',Howlin' Wolf,33,soul
2BEuUkh9r8NCYiVvSKZIol,The Revolution Will Not Be Televised,Gil Scott-Heron,34,soul
5GYcaVfaFBHe2gzA6Oybgj,Me and Mrs. Jones,Billy Paul,35,soul
4U2b99X9hSSDjPbHCpIeJj,Ain't That A Shame? - 2002 Digital Remaster,Fats Domino,36,soul
46EuzanXhKwIc7755wLAvS,Home Again,Michael Kiwanuka,37,soul
7pL0X8YsHBnsHIJaBIjhiV,People Make the World Go Round,The Stylistics,38,soul
2DunIaFgxhhLktcs07CxAM,I Just Dropped In To See What Condition My Condition Is In,Sharon Jones & The Dap-Kings,39,soul
6jWkZvd1URGktyTTwcpPpB,My Girl,The Temptations,40,soul
